country_code,country,area_code,state,GMT_offset,DST,DST_range,geographic_description,tz_code,php_tz
1,'USA','329','NY','-5','Y','SSM-FSN','New York','EST','America/New_York'
1,'USA','330','OH','-5','Y','SSM-FSN','Ohio','EST','America/New_York'
1,'USA','331','IL','-6','Y','SSM-FSN','Illinois','CST','America/Chicago'
1,'USA','332','NY','-5','Y','SSM-FSN','New York','EST','America/New_York'
1,'USA','334','AL','-6','Y','SSM-FSN','Alabama','CST','America/Chicago'
1,'USA','336','NC','-5','Y','SSM-FSN','North Carolina','EST','America/New_York'
1,'USA','337','LA','-6','Y','SSM-FSN','Louisiana','CST','America/Chicago'
1,'USA','339','MA','-5','Y','SSM-FSN','Massachusetts','EST','America/New_York'
1,'USA','341','CA','-8','Y','SSM-FSN','California','PST','America/Los_Angeles'
1,'USA','346','TX','-6','Y','SSM-FSN','Texas','CST','America/Chicago'
1,'USA','347','NY','-5','Y','SSM-FSN','New York','EST','America/New_York'
1,'USA','351','MA','-5','Y','SSM-FSN','Massachusetts','EST','America/New_York'
1,'USA','352','FL','-5','Y','SSM-FSN','Florida','EST','America/New_York'
1,'USA','353','WI','-6','Y','SSM-FSN','Wisconsin','CST','America/Chicago'
1,'USA','357','CA','-8','Y','SSM-FSN','California','PST','America/Los_Angeles'
1,'USA','358','PA','-5','Y','SSM-FSN','Pennsylvania','EST','America/New_York'
1,'USA','360','WA','-8','Y','SSM-FSN','Washington','PST','America/Los_Angeles'
1,'USA','361','TX','-6','Y','SSM-FSN','Texas','CST','America/Chicago'
1,'USA','363','NY','-5','Y','SSM-FSN','New York','EST','America/New_York'
1,'USA','364','KY','-6','Y','SSM-FSN','Kentucky','CST','America/Chicago'
1,'USA','369','CA','-8','Y','SSM-FSN','California','PST','America/Los_Angeles'
1,'USA','380','OH','-5','Y','SSM-FSN','Ohio','EST','America/New_York'
1,'USA','385','UT','-7','Y','SSM-FSN','Utah','MST','America/Denver'
1,'USA','386','FL','-5','Y','SSM-FSN','Florida','EST','America/New_York',
1,'USA','401','RI','-5','Y','SSM-FSN','Rhode Island','EST','America/New_York'
1,'USA','402','NE','-6','Y','SSM-FSN','Nebraska','CST','America/Chicago'
1,'USA','404','GA','-5','Y','SSM-FSN','Georgia','EST','America/New_York'
1,'USA','405','OK','-6','Y','SSM-FSN','Oklahoma','CST','America/Chicago'
1,'USA','406','MT','-7','Y','SSM-FSN','Montana','MST','America/Denver'
1,'USA','407','FL','-5','Y','SSM-FSN','Florida','EST','America/New_York'
1,'USA','408','CA','-8','Y','SSM-FSN','California','PST','America/Los_Angeles'
1,'USA','409','TX','-6','Y','SSM-FSN','Texas','CST','America/Chicago'
1,'USA','410','MD','-5','Y','SSM-FSN','Maryland','EST','America/New_York'
1,'USA','412','PA','-5','Y','SSM-FSN','Pennsylvania','EST','America/New_York'
1,'USA','413','MA','-5','Y','SSM-FSN','Massachusetts','EST','America/New_York'
1,'USA','414','WI','-6','Y','SSM-FSN','Wisconsin','CST','America/Chicago'
1,'USA','415','CA','-8','Y','SSM-FSN','California','PST','America/Los_Angeles'
1,'USA','417','MO','-6','Y','SSM-FSN','Missouri','CST','America/Chicago'
1,'USA','419','OH','-5','Y','SSM-FSN','Ohio','EST','America/New_York'
1,'USA','423','TN','-5','Y','SSM-FSN','Tennessee','EST','America/New_York'
1,'USA','424','CA','-8','Y','SSM-FSN','California','PST','America/Los_Angeles'
1,'USA','425','WA','-8','Y','SSM-FSN','Washington','PST','America/Los_Angeles'
1,'USA','430','TX','-6','Y','SSM-FSN','Texas','CST','America/Chicago'
1,'USA','432','TX','-6','Y','SSM-FSN','Texas','CST','America/Chicago'
1,'USA','434','VA','-5','Y','SSM-FSN','Virginia','EST','America/New_York'
1,'USA','435','UT','-7','Y','SSM-FSN','Utah','MST','America/Denver'
1,'USA','436','OH','-5','Y','SSM-FSN','Ohio','EST','America/New_York'
1,'USA','440','OH','-5','Y','SSM-FSN','Ohio','EST','America/New_York'
1,'USA','442','CA','-8','Y','SSM-FSN','California','PST','America/Los_Angeles'
1,'USA','443','MD','-5','Y','SSM-FSN','Maryland','EST','America/New_York'
1,'USA','445','PA','-5','Y','SSM-FSN','Pennsylvania','EST','America/New_York'
1,'USA','447','IL','-6','Y','SSM-FSN','Illinois','CST','America/Chicago'
1,'USA','448','FL','-6','Y','SSM-FSN','Florida','CST','America/Chicago'
1,'CAN','450','QC','-5','Y','SSM-FSN','Quebec','EST','America/Toronto'
1,'USA','457','LA','-6','Y','SSM-FSN','Louisiana','CST','America/Chicago'
1,'USA','458','OR','-8','Y','SSM-FSN','Oregon','PST','America/Los_Angeles'
1,'USA','463','IN','-5','Y','SSM-FSN','Indiana','EST','America/New_York'
1,'USA','464','IL','-6','Y','SSM-FSN','Illinois','CST','America/Chicago'
1,'USA','465','NY','-5','Y','SSM-FSN','New York','EST','America/New_York'
1,'CAN','468','QC','-5','Y','SSM-FSN','Quebec','EST','America/Toronto'
1,'USA','469','TX','-6','Y','SSM-FSN','Texas','CST','America/Chicago'
1,'USA','470','GA','-5','Y','SSM-FSN','Georgia','EST','America/New_York'
1,'USA','471','MS','-6','Y','SSM-FSN','Mississippi','CST','America/Chicago'
1,'USA','472','NC','-5','Y','SSM-FSN','North Carolina','EST','America/New_York'
1,'GRD','473','','-4','N','','Grenada','AST','America/Grenada'
1,'CAN','474','SK','-6','N','','Saskatchewan','CST','America/Regina'
1,'USA','475','CT','-5','Y','SSM-FSN','Connecticut','EST','America/New_York'
1,'USA','478','GA','-5','Y','SSM-FSN','Georgia','EST','America/New_York'
1,'USA','479','AR','-6','Y','SSM-FSN','Arkansas','CST','America/Chicago'
1,'USA','480','AZ','-7','N','','Arizona','MST','America/Phoenix'
1,'USA','483','AL','-6','Y','SSM-FSN','Alabama','CST','America/Chicago'
1,'USA','484','PA','-5','Y','SSM-FSN','Pennsylvania','EST','America/New_York'
1,'USA','501','AR','-6','Y','SSM-FSN','Arkansas','CST','America/Chicago'
1,'USA','502','KY','-5','Y','SSM-FSN','Kentucky','EST','America/New_York'
1,'USA','503','OR','-8','Y','SSM-FSN','Oregon','PST','America/Los_Angeles'
1,'USA','504','LA','-6','Y','SSM-FSN','Louisiana','CST','America/Chicago'
1,'USA','505','NM','-7','Y','SSM-FSN','New Mexico','MST','America/Denver'
1,'CAN','506','NB','-4','Y','SSM-FSN','New Brunswick','AST','America/Moncton'
1,'USA','507','MN','-6','Y','SSM-FSN','Minnesota','CST','America/Chicago'
1,'USA','508','MA','-5','Y','SSM-FSN','Massachusetts','EST','America/New_York'
1,'USA','509','WA','-8','Y','SSM-FSN','Washington','PST','America/Los_Angeles'
1,'USA','510','CA','-8','Y','SSM-FSN','California','PST','America/Los_Angeles'
1,'USA','512','TX','-6','Y','SSM-FSN','Texas','CST','America/Chicago'
1,'USA','513','OH','-5','Y','SSM-FSN','Ohio','EST','America/New_York'
1,'CAN','514','QC','-5','Y','SSM-FSN','Quebec','EST','America/Toronto'
1,'USA','515','IA','-6','Y','SSM-FSN','Iowa','CST','America/Chicago'
1,'USA','516','NY','-5','Y','SSM-FSN','New York','EST','America/New_York'
1,'USA','517','MI','-5','Y','SSM-FSN','Michigan','EST','America/New_York'
1,'USA','518','NY','-5','Y','SSM-FSN','New York','EST','America/New_York'
1,'CAN','519','ON','-5','Y','SSM-FSN','Ontario','EST','America/Toronto'
1,'USA','520','AZ','-7','N','','Arizona','MST','America/Phoenix'
1,'USA','530','CA','-8','Y','SSM-FSN','California','PST','America/Los_Angeles'
1,'USA','531','NE','-6','Y','SSM-FSN','Nebraska','CST','America/Chicago'
1,'USA','534','WI','-6','Y','SSM-FSN','Wisconsin','CST','America/Chicago'
1,'USA','539','OK','-6','Y','SSM-FSN','Oklahoma','CST','America/Chicago'
1,'USA','540','VA','-5','Y','SSM-FSN','Virginia','EST','America/New_York'
1,'USA','541','OR','-8','Y','SSM-FSN','Oregon','PST','America/Los_Angeles'
1,'USA','546','MI','-5','Y','SSM-FSN','Michigan','EST','America/New_York'
1,'CAN','548','ON','-5','Y','SSM-FSN','Ontario','EST','America/Toronto'
1,'USA','551','NJ','-5','Y','SSM-FSN','New Jersey','EST','America/New_York'
